Text,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
Oil extraction and consumption are major contributors to climate change.,0.011114545443350353,0.01111292599310526,0.011112318479192512,0.011113270780655094,0.011111300736746715,0.011111336708041092,0.011113139970567428,0.011116656202669446,0.8999811566984106,0.011113348987261443
The oil industry is under pressure to adopt cleaner practices to reduce carbon emissions.,0.008335228817307598,0.008334408806302571,0.008335571508019038,0.19728233373528212,0.008333558675665445,0.008333542896668515,0.00833598274363965,0.00833741776094923,0.7360373722385528,0.008334582817612908
"Natural gas is considered a less harmful alternative to coal, but still contributes to emissions.",0.010002343896383804,0.010003396079585824,0.22468351678238907,0.010001154814811026,0.010001755533389294,0.010000635621953491,0.010002076761850363,0.46381022112583914,0.24149348390750397,0.010001415476294065
Reducing gas usage in power plants can help cut down on climate-damaging emissions.,0.5765405353539517,0.008335896900161295,0.008335714015673694,0.008335001204484098,0.008333797797690893,0.00833494716847541,0.008337010430410805,0.008336832333402794,0.3567767068130301,0.008333557982719241
"Coal is one of the most carbon-intensive energy sources, contributing significantly to global warming.",0.25499528395345195,0.008333656713374996,0.008335000646048255,0.008334173415179008,0.008333823835383664,0.008333727484721781,0.008335811456726823,0.00833640965844448,0.2697045564769665,0.4169575563597025
Phasing out coal power plants is a critical step in reducing global emissions.,0.3646877468594038,0.010000446697802581,0.010001071868454671,0.0100003210253217,0.010001684292165922,0.010000329762228392,0.010001978667280016,0.28643372359082886,0.27887154148422016,0.010001155752293966
Pollution from industrial activities severely impacts both the environment and public health.,0.012500531834108224,0.012501876171988148,0.2960653200728179,0.012500459693896236,0.012501812039934418,0.012500818125575216,0.012502093786779049,0.012501028393627427,0.4151571807942314,0.20126887908704194
Mitigating pollution requires stricter environmental regulations in industrial sectors.,0.014287609362246996,0.014287211591079136,0.5254462291406017,0.014288717023592813,0.014290833462133081,0.014286381631523234,0.014291644776059553,0.014288503407084027,0.014290157969053774,0.3602427116366258
"Climate change exacerbates pollution by increasing the frequency and intensity of wildfires, which release more harmful particulate matter into the atmosphere.",0.006667771508022403,0.006667014558521224,0.4100186519439261,0.006666707750927287,0.006667119388147543,0.006667397254209242,0.00666698968931319,0.006666931184539006,0.453500761691881,0.08981065503051304
"Rising temperatures contribute to increased air pollution, which in turn impacts both human health and ecosystems.",0.006667140950937183,0.0066667642172432975,0.006669573804022197,0.006667580172019169,0.006667006224836602,0.0066673457628524425,0.006667154890925057,0.0066668029592766645,0.7159132051213596,0.23074742589652786
Shifting to renewable electricity sources is vital for reducing emissions in the energy sector.,0.008333497118550588,0.008333579129685196,0.008333707292509143,0.00833449316964048,0.008333650619401304,0.008333404760052858,0.008334625923341202,0.4125195659073712,0.5208081924415836,0.008335283637864475
Electricity generation from fossil fuels contributes to a significant portion of global emissions.,0.009093345228197275,0.009092074865675861,0.009092740541192733,0.00909160516362306,0.00909177666409115,0.009091356813773425,0.8120433004064014,0.0090938296906018,0.11521733028247678,0.009092640343966396
Power plants that burn fossil fuels are a significant source of climate-altering emissions.,0.2571778219501136,0.0076926419051858005,0.0076951278858649,0.007692756422892856,0.007692426051797971,0.00769250346773414,0.4197133947258658,0.007693244385550567,0.26925633890797634,0.007693744297018062
Transitioning to renewable energy power plants can help reduce carbon footprints globally.,0.5888500367085443,0.0066687018631542885,0.006667977143503867,0.0066673107375914585,0.006667299757595386,0.006667835819342564,0.0066689023410846935,0.3578047601811698,0.0066700284090665885,0.006667147038947135
"Deforestation leads to the loss of carbon-absorbing trees, exacerbating climate change.",0.011112933581346521,0.14921313378810638,0.011113648193631902,0.011111398237349778,0.01111289929053306,0.011111158963003343,0.011111558325242396,0.011111467263710489,0.7618904335957737,0.01111136876130232
Stopping deforestation is crucial for reducing atmospheric carbon dioxide levels.,0.4422958331839424,0.011112307710132226,0.011113155355307634,0.011111874773418084,0.011112019769020407,0.01111111112007296,0.011111967244310203,0.011111510215132733,0.4688083551188011,0.01111186550986219
"Agriculture is a significant source of greenhouse gases, especially through livestock farming.",0.4921333762648753,0.009093120629200244,0.009093098219508053,0.009091981589087365,0.009093181316229978,0.009091201500260071,0.4351212278996954,0.009095789464523127,0.009094890034504094,0.009092133082116443
Sustainable agriculture practices can help mitigate the effects of climate change.,0.008333470199870597,0.008334084620951204,0.19535056232346873,0.00833366928185567,0.008333941800186023,0.0083337995993735,0.008334049542277564,0.008333794803327788,0.7379792144363237,0.008333413392365218
"Intensive farming practices, such as the use of chemical fertilizers, can harm the environment.",0.01250292659188933,0.012501419179634715,0.012506378971788664,0.012500865000551973,0.012504361888063616,0.012500090857620142,0.012503659407681065,0.012503183558439055,0.8874756560594701,0.012501458484861287
Regenerative farming methods can restore soil health and help combat climate change.,0.010000528515009472,0.010001148027039308,0.01000689535602347,0.01000099730189991,0.16060465538942456,0.010000731730450713,0.010001247935339293,0.010001999945290989,0.7593809498445867,0.010000845954935415
"Improper land use, such as overgrazing or deforestation, can contribute to soil degradation and climate change.",0.009091472577982282,0.009090923429388208,0.009095525702018827,0.009091359219549481,0.00909164698578447,0.009091009688955263,0.009091742134700908,0.009091411494901228,0.9181734697191519,0.009091439047567419
Sustainable land use practices can help enhance carbon sequestration and reduce climate impacts.,0.006667417237533762,0.006667139860271365,0.00666879167567216,0.006666977552885703,0.006667214577063976,0.006666963233014833,0.10259807761832766,0.0066670956942933915,0.8440634430477828,0.006666879503154393
Soil degradation can lead to reduced agricultural productivity and increased carbon emissions.,0.008334836005668166,0.008334619617753412,0.3640065746390086,0.0984928877773471,0.008333666106643725,0.008333451276939628,0.00833536212488922,0.21730204167296202,0.2701900694025882,0.00833649137619991
Preventing soil degradation is essential for maintaining a healthy ecosystem and fighting climate change.,0.008333774301802894,0.008333360264260492,0.008337492115636008,0.008334629158837144,0.142559682317279,0.008333575197371271,0.008335321280893999,0.008333792744773805,0.6442799550342406,0.1548184175849048
"Climate change affects crops yields, threatening global food security.",0.008334522094691162,0.2899567337542214,0.008333916548759342,0.008333795524436331,0.00833570322987636,0.008334545383066692,0.15622528958616086,0.008333773419074944,0.49547694102372963,0.008334779435983233
Crops that are resistant to drought and pests are crucial for adapting to climate change.,0.01428647484917113,0.1584601718817227,0.014286473338007501,0.014288447877797358,0.01428652184586067,0.014286773085692926,0.014286447686733593,0.014286084965548134,0.5798611736409082,0.16167143082855776
"Land clearing for agriculture contributes to deforestation, a leading cause of carbon emissions.",0.009094163205186237,0.009091484073283201,0.009092704047202652,0.47952005559657424,0.009092610401271042,0.009092830709532275,0.00909240579888993,0.009092443941181345,0.44773853060917984,0.009092771617699183
Reducing land clearing can help preserve forests and reduce global warming potential.,0.0076949586918839885,0.0076927357628890644,0.7283868259279893,0.007693569114679061,0.007694351839149693,0.21005978123828858,0.007695331923128945,0.007693961481692505,0.00769449440689995,0.007693989613398861
Sustainable land management practices help mitigate climate change by reducing emissions and promoting biodiversity.,0.005263281002001117,0.005263400244619939,0.005263345143042896,0.005263360516261757,0.005266945295159667,0.005263346402018691,0.005263543642297816,0.00526339552098329,0.9526261443041815,0.005263237929433391
Effective land management can enhance the resilience of ecosystems to climate change.,0.009091144315100212,0.00909129379270091,0.009091178805632946,0.009091386613941141,0.00909236997669694,0.009090981260961773,0.009091393734513451,0.009091304749795897,0.918177812237401,0.009091134513255836
Effective climate policy is vital for guiding nations towards a sustainable future and mitigating the worst impacts of global warming.,0.006668259975352211,0.006667049681231835,0.006667765313629579,0.006667466063468983,0.0066681042829048074,0.006667642267928513,0.006668012658805317,0.006667952321619383,0.41823206894896037,0.528425678486099
Government policies focused on sustainability and renewable energy can accelerate the transition to a low-carbon economy.,0.006251465655040242,0.006250875074312241,0.0062510262409360765,0.006250737165110559,0.006250481109064676,0.15223366672329994,0.6346493454451487,0.006251719370843905,0.16936039523629695,0.006250287979946815
Clear and consistent climate policies are essential to reduce emissions and curb global warming.,0.298589945697838,0.006666764454811005,0.006667582303438138,0.006667794461582862,0.006667111427869781,0.1714045444423031,0.006668529500779535,0.006667414160166109,0.48333249846864473,0.006667815082566656
Governments must adopt ambitious climate policies to meet international climate agreements.,0.00833534564030042,0.008333565371915829,0.008333985398643745,0.008333999548216522,0.008333914625650349,0.008333413597218519,0.008333901985745046,0.008334180059799223,0.9249940812598048,0.008333612512705538
Strong governance is necessary to ensure that climate change mitigation policies are effectively implemented.,0.00833444484356152,0.00833363975471798,0.008334234032565162,0.00833361546522969,0.2262501244003388,0.008333660723710792,0.00833477985982278,0.008335001101410527,0.7070769092593132,0.008333590559329519
Effective governance can drive the transition to a low-carbon economy.,0.009093759358287067,0.009092094267369242,0.009092992223567626,0.009091396252984106,0.009091682932493409,0.21489701295792213,0.34547290739509345,0.009093239275410973,0.37598350808859443,0.00909140724827752
Governments play a crucial role in regulating emissions and enforcing climate action.,0.009091116968266753,0.009091031023371365,0.009091226846496409,0.009091338138854587,0.009091652482415936,0.009091656587100433,0.00909146820181539,0.009091280870382756,0.9181780590391435,0.00909116984215282
Governments must prioritize climate change in their policy agendas to mitigate long-term risks.,0.00833463591810988,0.008333725174465022,0.12147425513351985,0.008333716504663276,0.1084770201900349,0.008333521918414041,0.008334597496846312,0.00833485294274629,0.7117100781207584,0.008333596600441903
Inaction on climate change will lead to devastating consequences for future generations.,0.4078474677896096,0.012501476232446193,0.012504426059959413,0.012505233088170498,0.012501846416916422,0.01250079345853772,0.012504957837218732,0.012502998754693904,0.4921234979776022,0.01250730238484537
Government inaction on climate change is exacerbating environmental damage worldwide.,0.12043620585374146,0.009091686070414736,0.009091435695573318,0.009093876089591219,0.00909181089154508,0.009091796031343297,0.009092839026475553,0.009091802312721619,0.8068270343599625,0.009091513668631146
Policy gaps in climate change mitigation have led to slow progress in reducing emissions.,0.008334684143749691,0.008333835196538384,0.008333942273594032,0.008333709677845427,0.008334716295664544,0.00833435224518642,0.008334562938168352,0.008334375519993092,0.9249917537787403,0.00833406793051978
Identifying and addressing policy gaps is essential to meet global climate targets.,0.012504306338140606,0.012500262018472024,0.012501716614757939,0.012503894935868145,0.012502292071684228,0.012500589364524178,0.29096617391395435,0.012503066901704168,0.6090159843731734,0.012501713467721
Stronger climate legislation is necessary to hold industries accountable for their carbon footprints.,0.5887221469399402,0.009091110794814622,0.00909175677128189,0.009093006983887122,0.00909151899424468,0.009091318755022186,0.009093399306635764,0.009093549181663432,0.3385404289475964,0.009091763324913706
Legislation can provide the legal framework for implementing effective climate policies.,0.010002008170168128,0.010004206412727167,0.010000925629280288,0.010004079856116373,0.010005175734104317,0.01000004044367199,0.4774665353761649,0.010000904376455086,0.4425156630935953,0.010000460907716394
High levels of consumption drive resource depletion and contribute to climate change.,0.009091716071582625,0.009091617084796928,0.009091105035378615,0.009091231694118266,0.00909118007605209,0.009091535490726305,0.009091963786317407,0.009091617400242297,0.91817670216055,0.009091331200235423
"Reducing consumption, particularly in developed nations, is key to tackling environmental issues.",0.011111929909662113,0.011112827221940303,0.011113091238976906,0.011112344376160625,0.45032676442972813,0.011111496511309053,0.01111351785832057,0.011112791757509552,0.4607710093382528,0.011114227358139972
Overconsumption of goods and services exacerbates environmental degradation and climate change.,0.011111264544067606,0.011111215702717132,0.011111337430870817,0.01111173038453782,0.011111333801389577,0.011111189163286305,0.011111479597948004,0.01111133574216887,0.8999979617729644,0.011111151860049531
Overconsumption in affluent societies leads to higher carbon footprints and waste production.,0.6176938568660084,0.2822895796911663,0.012502070422652639,0.012500254709640285,0.012500422860230325,0.012500223344606522,0.01250892993941589,0.01250068029182132,0.012501972235563605,0.012502009638894612
Reducing waste is crucial for lessening environmental impact and combating climate change.,0.010000598953067815,0.01000034987238126,0.010000746992819014,0.010001464886622194,0.010000317337388657,0.010000020235889336,0.18554853265393223,0.01000042720923869,0.7344471004310713,0.010000441427589477
Waste management strategies must focus on recycling and reducing carbon emissions.,0.01000203922105499,0.010000387743722217,0.010001537868539445,0.244476750542134,0.010000348020772752,0.010000059220799521,0.010002159196816764,0.010000456599877954,0.6755160073900274,0.010000254196254941
"Everyone has a carbon footprint, but we can reduce it by making sustainable lifestyle choices.",0.011113405964209379,0.011111834177062775,0.011113660408758996,0.01111142071140013,0.01111169403332255,0.011111138455547117,0.8999884087008441,0.011111925575936788,0.011114831869642794,0.011111680103275384
"Our individual footprints contribute to the overall climate crisis, and we must act to reduce them.",0.15616224441847582,0.011112161005549724,0.01111297295024049,0.011111858316461642,0.15859477226344343,0.011111795969865251,0.011113469606229902,0.011113832680203392,0.6074556174634095,0.011111275326120868
Adopting a sustainable lifestyle can significantly reduce your environmental impact.,0.009092164764391142,0.009091434892486986,0.009091595168973877,0.009092390428354497,0.009091336043514784,0.009091006254967443,0.9181727385993986,0.009092346351670938,0.009093373515422583,0.00909161398081927
"Lifestyle choices, such as eating plant-based foods, can help lower your carbon footprint.",0.010001772188961307,0.14737436625795022,0.010003075746190722,0.010000334864420668,0.010001909524944329,0.01000080631934371,0.7726126169505257,0.010000970777496721,0.010002776832202024,0.010001370537964639
"Every activity, from transportation to food consumption, contributes to our carbon footprint.",0.011113534410239906,0.011114253804561495,0.01111495350538216,0.011111727071076025,0.01111263047661069,0.011111724172054235,0.8999766803877106,0.011115166691827978,0.011117449418966767,0.011111880061570227
Minimizing our carbon footprint is one of the most effective ways to combat climate change.,0.010001140486636768,0.010000251599629601,0.010000899177196912,0.010000000023047588,0.010000726101510997,0.010000001255242497,0.010001203968709984,0.010000143620788068,0.9099955535471806,0.010000080220057014
Resource use should be minimized to conserve materials and reduce environmental damage.,0.011115444712129524,0.011112821100866472,0.01111229102401484,0.01111286656697793,0.01111372166817131,0.011113024409205365,0.7688304881459204,0.011111906644761521,0.14226405080300375,0.011113384924949099
Efficient resource use can reduce both energy consumption and greenhouse gas emissions.,0.2345528500278992,0.007694130991239136,0.007694398373276457,0.007692854957049066,0.0076925543121722124,0.00769235941388852,0.537899151635787,0.007693805491427307,0.1736950672380003,0.007692827559260616
Climate change is threatening biodiversity as shifting temperatures and habitats force species to migrate or face extinction.,0.0076925862870845865,0.007692398897010244,0.007692436681540983,0.007692587007722678,0.2586965284916572,0.00769251180604568,0.007693256164485828,0.007692968200089486,0.6797621588027285,0.007692567661634837
"The loss of biodiversity due to climate change disrupts food chains, making ecosystems less resilient to further environmental stresses.",0.00833394579625405,0.008335072181063328,0.008335946608514494,0.00833465195240491,0.34659967633395367,0.008333534315058917,0.008335827420898584,0.008334981901772752,0.586721562479335,0.008334801010744323
"Ecosystems around the world are becoming increasingly fragile as a result of climate change, with rising temperatures and changing weather patterns destabilizing delicate balances.",0.005556603215574913,0.0055558595738692835,0.005556474047963393,0.005556562020303096,0.005555803907248014,0.4374281953465059,0.005556701441055763,0.00555586001989257,0.518120305651014,0.005557634776572862
The resilience of ecosystems is being tested as climate change accelerates the degradation of habitats and species populations.,0.010000051426767794,0.010001058470697306,0.010009251738608288,0.010000160110519369,0.010000129742748417,0.01000003532735386,0.010000071839424963,0.010000399934576241,0.7030282462108547,0.21696059519844896
"Rising sea levels and deforestation are major contributors to habitat loss, which is exacerbated by climate change.",0.006251139122550115,0.006250546135641833,0.006250509414451181,0.006250891077589303,0.16388779201789652,0.0062502802690529305,0.006250394816120697,0.006250159545449743,0.7861077211070033,0.006250566494244332
Habitat loss due to urban expansion and changing climates leads to the displacement of many vulnerable species.,0.00909123929879861,0.17249241207438665,0.18757239548514537,0.009093594774303817,0.40332499806847666,0.009091546686232615,0.00909228646179096,0.009091373869492218,0.18205740886253333,0.009092744418839909
"Coral bleaching, caused by rising sea temperatures, threatens marine ecosystems by damaging coral reefs, which are vital for marine life.",0.006667745562995644,0.006667465285789393,0.22943418781890854,0.006667862931139649,0.006667325375563903,0.0066676234332667395,0.006667119828282085,0.006666942101774452,0.6226896279477149,0.10120409971456482
"As ocean temperatures rise due to climate change, coral reefs are experiencing widespread bleaching, weakening their ability to support diverse marine species.",0.006668062514177887,0.006667190199792808,0.16114499455200224,0.006667006281862044,0.0066680857214457216,0.006666733871891513,0.006667419831687244,0.006666828394821256,0.785514864974265,0.006668813658054194
"Species extinction rates are accelerating due to the effects of climate change, which alters ecosystems and reduces biodiversity.",0.007143169590200566,0.00714287154833336,0.23824972250268794,0.007142918391639829,0.14067118700544692,0.007142858174231358,0.0071432575331476945,0.0071430635495231265,0.5710777936755189,0.0071431580292702
Climate change-induced habitat loss and extreme weather events are pushing many species toward extinction.,0.006250149908099984,0.006250152662890047,0.006250269985382287,0.006250077345873392,0.29021682994412223,0.006250437962745883,0.0062501309917217815,0.00625025607611585,0.5408264071114174,0.12520528801163114
"Deforestation leads to the loss of carbon-absorbing trees, exacerbating climate change.",0.011112933581346521,0.14921313378810638,0.011113648193631902,0.011111398237349778,0.01111289929053306,0.011111158963003343,0.011111558325242396,0.011111467263710489,0.7618904335957737,0.01111136876130232
Stopping deforestation is crucial for reducing atmospheric carbon dioxide levels.,0.4422958331839424,0.011112307710132226,0.011113155355307634,0.011111874773418084,0.011112019769020407,0.01111111112007296,0.011111967244310203,0.011111510215132733,0.4688083551188011,0.01111186550986219
Wetlands act as buffers against flooding and coastal erosion while also providing essential carbon storage capabilities.,0.009092687378322402,0.009092054032709627,0.009097736849035016,0.00909164088546808,0.009093624828333093,0.3886610627241305,0.00909436006026331,0.00909321526379865,0.5385914809504921,0.009092137027447236
"Conserving wetlands is a nature-based solution that helps protect biodiversity and mitigate climate impacts, such as rising sea levels.",0.005000210687264088,0.005000173117184808,0.005000413105495609,0.005000522478673869,0.25364912323780464,0.005000125317926266,0.005000246667224798,0.005000285066596404,0.7063486273665237,0.005000272955305807
"Climate change is increasingly affecting marine life, as warming oceans lead to the decline of species such as fish and marine mammals.",0.00714566122691996,0.007144347119952603,0.44914165827447017,0.007144529425718066,0.0071443507746408435,0.0071442931218985125,0.007144210909660447,0.007144306886843371,0.49370213278186253,0.007144509478033482
"The warming of oceans is altering marine ecosystems, causing shifts in the migration and reproductive patterns of many marine species.",0.00909298509315187,0.009090943043208118,0.3052524693161057,0.009091225195797603,0.009091067897031206,0.009091317939164888,0.009091931127443898,0.10558257917721041,0.5255230439444871,0.00909243726639917
"Forest degradation, accelerated by climate change, leads to the loss of valuable ecosystem services such as carbon storage and water filtration.",0.006667352848764704,0.006669594025553452,0.18358168991567037,0.0066673622786601,0.3058136066002062,0.006667611157262024,0.006667742736091885,0.00666721895510722,0.4639307622928609,0.006667059189823258
Unchecked deforestation and forest degradation are causing irreversible damage to global ecosystems.,0.1667015726349933,0.011111382008817457,0.01111197655767363,0.0111124632718982,0.1940724896342155,0.011111593662338862,0.011111540761921654,0.011111655142920814,0.5614425816990959,0.011112744626124516
"Ecosystem collapse due to climate change is a growing threat, leading to the loss of essential services like pollination and water purification.",0.006250440478847564,0.006251753301269597,0.006251908488555393,0.0062511314702903345,0.006253352934685953,0.0062504372889135625,0.006251658513836381,0.006250779972251102,0.554395042037673,0.3955934955136771
"As climate change accelerates, the risk of ecosystem collapse increases, with widespread effects on biodiversity and human livelihoods.",0.00833382762981663,0.008335439553356359,0.1885590012809275,0.10181936216957699,0.18573807352248245,0.008333661105381387,0.008334109889246284,0.008333496325190308,0.47387857789624305,0.008334450627779101
"Soil erosion, worsened by climate change-induced extreme weather, threatens agricultural productivity and the integrity of ecosystems.",0.005882615290002523,0.005882890679348851,0.005884429047500049,0.005882455640423461,0.0058828260986802244,0.005882711933904452,0.00588338597763106,0.005884330937108882,0.4195797661164113,0.5333545882789891
"Intense rainfall and droughts from climate change are exacerbating soil erosion, further damaging ecosystems and agricultural lands.",0.006667774815003531,0.006667605587780581,0.12634087826224308,0.0066666667151437774,0.006666699096364868,0.006667977121051763,0.006667052851351542,0.006666832105228502,0.5685590845492814,0.258429428896551
"Climate change is enabling the spread of invasive species, which disrupt native ecosystems and outcompete indigenous plants and animals.",0.088675172501434,0.00769335110889537,0.007692421276041907,0.007692357921993241,0.31675214948441915,0.007692335256138224,0.007692745430126183,0.007692682048664871,0.5407241076654217,0.007692677306865618
"The migration of invasive species, fueled by climate shifts, is threatening local biodiversity and the stability of ecosystems.",0.009091428368478123,0.009090980352880565,0.009090957646395654,0.009090930621748478,0.2707762782851195,0.009091172466272241,0.009091445491525078,0.009091929086770359,0.6564938014757942,0.009091076205015765
"Heatwaves, which have become more frequent due to climate change, pose significant health risks and strain energy systems.",0.007692447537198987,0.007692521385513319,0.09638441060726555,0.007692643737929292,0.0076926135908658546,0.007692511521710367,0.007693340264619561,0.00769326217877128,0.8420729755897965,0.007693273586329201
"The rising frequency of heatwaves due to climate change has devastating consequences for agriculture, water resources, and human health.",0.00714436760634964,0.007143078178248146,0.007144561618222306,0.007143423635331876,0.007143519695119642,0.007144020864909215,0.11055317903002315,0.007143468377447078,0.7445168062375025,0.09492357475684632
"Increased flooding caused by intense rainfall and rising sea levels is a direct consequence of climate change, threatening communities and infrastructure.",0.005000321757393735,0.005000115573913782,0.005000281440079436,0.005000122908815104,0.005000159779225265,0.005001326472309038,0.00500022570506436,0.005000127718555934,0.7422441705617953,0.21775314808284807
Flooding from stronger storms and higher ocean levels is becoming more frequent and severe as climate change accelerates.,0.008335396818840494,0.008334034540797708,0.008334986138250084,0.008334011297107419,0.008333600592801051,0.008335009966865835,0.008333597213062224,0.008333661301526202,0.6352078696716613,0.29811783245908763
"Droughts are becoming more prolonged and severe as climate change alters precipitation patterns, threatening water supplies and agriculture.",0.007142945926082327,0.007142966801448796,0.007143217311142581,0.007143482215106559,0.007143176123372698,0.007143486985348316,0.007143328363159886,0.0071430034992266585,0.9357107899110033,0.007143602864108817
"Extended droughts, caused by climate change, put enormous pressure on water resources and food security, particularly in arid regions.",0.006250218991781069,0.006251975183607422,0.006251485659011579,0.0062506306608154285,0.0062516552094859235,0.006250659054094424,0.3941027395079203,0.00625048927085714,0.5558889285381332,0.006251217924293583
"Wildfires are more frequent and intense due to climate change, with rising temperatures and prolonged droughts creating perfect conditions for their spread.",0.005882414645160969,0.005883856665474159,0.005882428642150016,0.005882386514959866,0.005882409670971744,0.21096864381810584,0.005882492452092347,0.0058824856306053325,0.7419676231305865,0.005885258829893241
"The increasing frequency of wildfires, driven by higher temperatures and dry conditions, threatens both ecosystems and human settlements.",0.007693201805347967,0.0076929073609033095,0.10637977555254918,0.007693251032762679,0.007692597865303905,0.007692728974874939,0.007692854868551451,0.007692624334142598,0.5776559105707346,0.26211414763482926
"Hurricanes are becoming more intense and destructive due to climate change, with rising sea temperatures fueling stronger storms.",0.006667026299136595,0.006666783233293247,0.006666904300145061,0.0066669348393958465,0.006666675570249885,0.16387159219973904,0.0066667302685402925,0.006666835866270808,0.7827929497281394,0.006667567695089827
The intensity and frequency of hurricanes are expected to increase as the warming climate strengthens oceanic storm systems.,0.008335086588719868,0.008333721892396081,0.00833395731763822,0.008334255332548836,0.008333659649467045,0.3184068998223912,0.00833382369756362,0.008333431145779861,0.34384666642227146,0.27940849813122376
"Climate change may contribute to more severe tornadoes, with warmer temperatures and changing atmospheric conditions increasing their frequency.",0.007144241117583854,0.007143438768047884,0.2294890331776625,0.007143636120197928,0.007142889980827809,0.00714348501137497,0.007143452873011762,0.007142965464627306,0.7133619651299582,0.007144892356707754
"Tornadoes are becoming more destructive, with climate change likely playing a role in intensifying these extreme weather events.",0.007143149270831746,0.007143274922642102,0.007143047669551902,0.007143264285679803,0.00714369909646117,0.007144171478965632,0.00714347588244024,0.007143181348266923,0.935707561165595,0.007145174879565516
"More frequent and intense storms are a direct result of climate change, causing damage to infrastructure and ecosystems.",0.006667047177157551,0.07964484912807028,0.006666991802490031,0.006666733017324442,0.006666800659215504,0.006668205637207953,0.006666918100304104,0.00666682376055668,0.8670173072633984,0.0066683234542751334
Changing weather patterns due to climate change are leading to an increase in the severity and frequency of storms worldwide.,0.0062502210012194016,0.006250189732736586,0.006250606654102589,0.006250504272759634,0.006250346763717044,0.19564670440053,0.006250619581014308,0.006250102711455635,0.5128176158053331,0.2477830890771317
"Cyclones are becoming more powerful and damaging as climate change raises sea surface temperatures, providing more energy for these storms.",0.3292104881925498,0.007692841017922023,0.007695593381628842,0.00769256841958282,0.007693309129735346,0.007693869038932015,0.007693421828148193,0.007693461034438672,0.6092416581551137,0.0076927898019484775
The number and strength of cyclones are projected to increase as climate change alters oceanic and atmospheric conditions.,0.007143943462858844,0.007144065278148615,0.007143097827487978,0.007144010213521857,0.007143919014672633,0.007143362389593683,0.007144706901782448,0.08912334898683649,0.8537251446106314,0.007144401314466011
"Typhoons are becoming more intense as climate change fuels the rising temperatures of ocean waters, increasing the energy available for storms.",0.007143798252375151,0.007143060472483113,0.21449368185408102,0.007143859218616419,0.007142951721666661,0.007144299386332192,0.007144866076734175,0.00714499371602435,0.5691449221532279,0.16635356714845906
"The devastating effects of typhoons are being amplified by climate change, with stronger winds and higher rainfall leading to widespread destruction.",0.00769322945478569,0.007692564316834088,0.1919467007519504,0.007692817125162082,0.007695049969912449,0.007693421846450497,0.007692736958395566,0.007693630835775105,0.37048324322255893,0.38371660551817516
"Extreme temperatures, both hot and cold, are becoming more common due to climate change, impacting human health and ecosystems.",0.0066667982941800265,0.006666963358518718,0.006666929086590462,0.00666677128669278,0.006666859578112613,0.006667147397026182,0.0066669314758128545,0.006666718559152735,0.939995495316487,0.006669385647426782
